source_seed_id,platform,source_title,handle,url,source_kind,source_scope_guess,priority,discovered_from,discovered_from_url,why_seeded,expected_value,known_risks,initial_status,monitoring_enabled,rights_policy,notes,profile_probe_enabled,comments_discovery_enabled,forward_repost_edge_enabled,seed_batch,source_profile_url,profile_probe_status
v2_140,telegram,Telegram author discovery candidate 110,,https://tgstat.ru/search?query=author+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,author_channel,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram author sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_141,telegram,Telegram nature discovery candidate 111,,https://tgstat.ru/search?query=nature+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram nature sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_142,telegram,Telegram architecture discovery candidate 112,,https://tgstat.ru/search?query=architecture+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram architecture sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_143,telegram,Telegram history discovery candidate 113,,https://tgstat.ru/search?query=history+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram history sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_144,telegram,Telegram weekend discovery candidate 114,,https://tgstat.ru/search?query=weekend+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram weekend sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_145,telegram,Telegram roadtrip discovery candidate 115,,https://tgstat.ru/search?query=roadtrip+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram roadtrip sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_146,telegram,Telegram local_story discovery candidate 116,,https://tgstat.ru/search?query=local_story+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram local_story sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_147,telegram,Telegram outdoor discovery candidate 117,,https://tgstat.ru/search?query=outdoor+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram outdoor sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_148,telegram,Telegram coast discovery candidate 118,,https://tgstat.ru/search?query=coast+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram coast sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_149,telegram,Telegram museum discovery candidate 119,,https://tgstat.ru/search?query=museum+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram museum sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_150,telegram,Telegram heritage discovery candidate 120,,https://tgstat.ru/search?query=heritage+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram heritage sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_151,telegram,Telegram travel discovery candidate 121,,https://tgstat.ru/search?query=travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_152,telegram,Telegram route discovery candidate 122,,https://tgstat.ru/search?query=route+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram route sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_153,telegram,Telegram photo discovery candidate 123,,https://tgstat.ru/search?query=photo+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram photo sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_154,telegram,Telegram russia_travel discovery candidate 124,,https://tgstat.ru/search?query=russia_travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram russia_travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_155,telegram,Telegram author discovery candidate 125,,https://tgstat.ru/search?query=author+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,author_channel,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram author sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_156,telegram,Telegram nature discovery candidate 126,,https://tgstat.ru/search?query=nature+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram nature sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_157,telegram,Telegram architecture discovery candidate 127,,https://tgstat.ru/search?query=architecture+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram architecture sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_158,telegram,Telegram history discovery candidate 128,,https://tgstat.ru/search?query=history+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram history sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_159,telegram,Telegram weekend discovery candidate 129,,https://tgstat.ru/search?query=weekend+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram weekend sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_160,telegram,Telegram roadtrip discovery candidate 130,,https://tgstat.ru/search?query=roadtrip+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram roadtrip sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_161,telegram,Telegram local_story discovery candidate 131,,https://tgstat.ru/search?query=local_story+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram local_story sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_162,telegram,Telegram outdoor discovery candidate 132,,https://tgstat.ru/search?query=outdoor+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram outdoor sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_163,telegram,Telegram coast discovery candidate 133,,https://tgstat.ru/search?query=coast+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram coast sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_164,telegram,Telegram museum discovery candidate 134,,https://tgstat.ru/search?query=museum+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram museum sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_165,telegram,Telegram heritage discovery candidate 135,,https://tgstat.ru/search?query=heritage+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram heritage sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_166,telegram,Telegram travel discovery candidate 136,,https://tgstat.ru/search?query=travel+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,catalog,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram travel sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_167,telegram,Telegram route discovery candidate 137,,https://tgstat.ru/search?query=route+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram route sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
v2_168,telegram,Telegram photo discovery candidate 138,,https://tgstat.ru/search?query=photo+%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4,travel_media,mixed,3,catalog_seed,https://tgstat.ru/,seed v2 discovery lane for Telegram photo sources; profile probe required before monitoring,source graph expansion; not auto-monitored,catalog/search placeholder; requires profile probe and manual acceptance,seed_candidate,false,unknown,v2 disabled seed; do not monitor until probed,true,false,true,telegram_catalog_expansion,,seed_candidate
